Date Time,Open,High,Low,Close,Volume,Adj Close,Quote Volume,Trades Count
2018-01-05 16:00:00,16094.99000000,17118.13000000,16087.73000000,16593.01000000,4211.11482800,16593.01000000,69754690.57560343,37625
2018-01-05 20:00:00,16594.14000000,17176.24000000,16353.00000000,16960.39000000,3964.77703100,16960.39000000,66553622.17304262,28923
2018-01-06 00:00:00,16960.39000000,17099.99000000,16288.00000000,16521.59000000,4247.71364000,16521.59000000,71300832.31239988,34400
2018-01-06 04:00:00,16521.57000000,16750.00000000,16300.00000000,16518.00000000,2163.98043200,16518.00000000,35720794.80839046,20311
2018-01-06 08:00:00,16500.18000000,16750.01000000,16340.00000000,16529.89000000,2570.00486300,16529.89000000,42492715.02460472,22659
2018-01-06 12:00:00,16505.16000000,16639.00000000,16011.21000000,16556.22000000,3636.95381900,16556.22000000,59537736.08983884,30652
2018-01-06 16:00:00,16550.04000000,16982.00000000,16501.75000000,16770.01000000,3205.68762100,16770.01000000,53747378.21619294,26685
2018-01-06 20:00:00,16770.01000000,17143.13000000,16612.18000000,17069.79000000,2747.11713300,17069.79000000,46417464.53498358,23535
2018-01-07 00:00:00,17069.79000000,17099.96000000,16605.01000000,16740.68000000,3154.30460300,16740.68000000,53152017.66756561,22706
2018-01-07 04:00:00,16727.93000000,16749.98000000,16400.00000000,16746.99000000,2773.56324800,16746.99000000,45988400.86976189,21693
2018-01-07 08:00:00,16747.00000000,16886.75000000,16560.02000000,16607.00000000,1475.70652000,16607.00000000,24730103.14185079,14827
2018-01-07 12:00:00,16611.00000000,16649.05000000,16300.00000000,16439.65000000,1213.05146500,16439.65000000,19998964.55639686,16967
2018-01-07 16:00:00,16439.64000000,16474.87000000,15610.00000000,16100.90000000,2778.45518300,16100.90000000,44506716.34959756,30109
2018-01-07 20:00:00,16100.90000000,16500.00000000,15872.07000000,16150.03000000,1098.04453900,16150.03000000,17818503.78551082,13967
2018-01-08 00:00:00,16218.85000000,16322.30000000,15514.99000000,15670.37000000,3174.14413400,15670.37000000,50445203.93916413,27921
2018-01-08 04:00:00,15632.48000000,15921.68000000,15476.00000000,15865.00000000,3057.43256700,15865.00000000,48169601.26488358,24070
2018-01-08 08:00:00,15864.99000000,15869.97000000,14551.00000000,15400.00000000,4903.91125600,15400.00000000,74266567.64417606,39774
2018-01-08 12:00:00,15414.00000000,15499.00000000,12812.00000000,14299.98000000,8735.64896100,14299.98000000,124245731.54129588,59527
2018-01-08 16:00:00,14297.90000000,15247.33000000,14238.32000000,15196.55000000,4144.27470400,15196.55000000,61207329.86799723,32357
2018-01-08 20:00:00,15196.56000000,15270.99000000,14392.32000000,14902.54000000,2585.19829000,14902.54000000,38235562.89994578,24993
2018-01-09 00:00:00,14902.54000000,15500.00000000,14701.00000000,15210.00000000,2267.73093200,15210.00000000,34341074.96287452,24158
2018-01-09 04:00:00,15186.53000000,15397.00000000,14601.00000000,15062.28000000,2094.69676400,15062.28000000,31351055.73406445,21598
2018-01-09 08:00:00,15062.28000000,15300.00000000,14170.33000000,14726.00000000,2553.31864300,14726.00000000,37480695.95930597,28515
2018-01-09 12:00:00,14726.00000000,14829.98000000,14011.05000000,14654.96000000,3506.53769500,14654.96000000,50635997.86944212,34921
2018-01-09 16:00:00,14655.01000000,14998.62000000,14585.01000000,14717.82000000,1558.96114800,14717.82000000,23133245.15552390,19315
2018-01-09 20:00:00,14717.82000000,14861.56000000,14125.00000000,14400.00000000,2333.75907100,14400.00000000,33688117.77645766,28149
2018-01-10 00:00:00,14401.00000000,14480.00000000,13750.00000000,13964.05000000,2823.25517500,13964.05000000,39816242.82728480,27865
2018-01-10 04:00:00,13980.00000000,14349.99000000,13855.00000000,13979.00000000,2736.51788700,13979.00000000,38607685.28521856,29179
2018-01-10 08:00:00,13978.95000000,14128.30000000,13131.31000000,13919.08000000,4921.02178900,13919.08000000,67060813.17493566,38528
2018-01-10 12:00:00,13919.09000000,14490.00000000,13500.00000000,14399.95000000,3221.04965700,14399.95000000,44789331.89496838,27542
2018-01-10 16:00:00,14399.95000000,14735.43000000,14172.95000000,14349.98000000,2238.17271900,14349.98000000,32397512.24322729,22118
2018-01-10 20:00:00,14349.98000000,14955.66000000,14240.00000000,14907.09000000,1470.98442800,14907.09000000,21339781.33739330,16244
2018-01-11 00:00:00,14940.00000000,14968.68000000,12613.00000000,12920.00000000,4980.40759700,12920.00000000,68256381.89783263,34703
2018-01-11 04:00:00,12911.92000000,13631.98000000,11400.00000000,13530.42000000,12868.42584200,13530.42000000,165873941.41820416,70126
2018-01-11 08:00:00,13530.42000000,13896.70000000,13041.00000000,13385.10000000,3680.23177100,13385.10000000,49614578.91907465,30936
2018-01-11 12:00:00,13385.10000000,14400.00000000,13282.13000000,13958.08000000,4441.49346200,13958.08000000,61633108.38028549,39597
2018-01-11 16:00:00,13950.05000000,14190.00000000,13205.58000000,13430.16000000,2789.52886000,13430.16000000,38399667.92412966,26281
2018-01-11 20:00:00,13400.00000000,13655.92000000,12511.00000000,13238.78000000,4794.63621900,13238.78000000,62809916.15421131,37773
2018-01-12 00:00:00,13238.76000000,13855.00000000,12500.00000000,13850.00000000,4171.70347900,13850.00000000,55125602.97206160,28755
2018-01-12 04:00:00,13854.95000000,13966.63000000,13354.10000000,13722.04000000,2879.46823600,13722.04000000,39480638.07701193,26169
2018-01-12 08:00:00,13722.04000000,14109.78000000,13301.99000000,13900.02000000,2432.97381500,13900.02000000,33439906.79670391,20334
2018-01-12 12:00:00,13900.02000000,14059.48000000,13358.99000000,13411.79000000,2641.69364000,13411.79000000,36339502.85375477,24210
2018-01-12 16:00:00,13411.79000000,13801.01000000,13222.00000000,13717.00000000,2835.85307700,13717.00000000,38145439.76181056,21366
2018-01-12 20:00:00,13717.00000000,13900.00000000,13510.00000000,13740.01000000,1455.46989000,13740.01000000,19984985.81011630,13618
2018-01-13 00:00:00,13749.95000000,14250.00000000,13706.15000000,14066.00000000,2933.25073700,14066.00000000,41146996.10198468,23746
2018-01-13 04:00:00,14065.99000000,14320.00000000,13948.41000000,14255.09000000,2020.96998500,14255.09000000,28510758.84587343,19396
2018-01-13 08:00:00,14250.00000000,14254.00000000,13974.94000000,14178.00000000,1680.67953200,14178.00000000,23746012.67269288,18655
2018-01-13 12:00:00,14166.00000000,14580.00000000,14083.55000000,14241.26000000,2567.92361200,14241.26000000,36805582.06207665,26247
2018-01-13 16:00:00,14257.84000000,14357.00000000,13923.18000000,14089.34000000,1948.45653400,14089.34000000,27695774.66434785,21755
2018-01-13 20:00:00,14086.64000000,14348.19000000,14022.00000000,14210.00000000,1070.22812800,14210.00000000,15181364.20090855,13840
2018-01-14 00:00:00,14210.00000000,14339.50000000,14088.55000000,14162.00000000,1083.62317600,14162.00000000,15402103.29610436,12723
2018-01-14 04:00:00,14165.00000000,14200.00000000,13359.07000000,13590.00000000,2682.71794800,13590.00000000,36815507.48439377,26577
2018-01-14 08:00:00,13590.00000000,13720.00000000,13120.00000000,13280.15000000,2964.08314900,13280.15000000,39724840.98393838,25073
2018-01-14 12:00:00,13280.16000000,13426.45000000,12569.20000000,12869.89000000,6253.56516400,12869.89000000,81257749.94374441,46102
2018-01-14 16:00:00,12869.82000000,13450.00000000,12690.01000000,13109.00000000,2321.42021600,13109.00000000,30448265.75736926,22822
2018-01-14 20:00:00,13130.52000000,13600.80000000,13100.00000000,13474.99000000,1712.48467600,13474.99000000,22876837.66383092,19067
2018-01-15 00:00:00,13477.98000000,13733.52000000,13215.56000000,13368.43000000,2125.16213200,13368.43000000,28615038.98737413,22097
2018-01-15 04:00:00,13367.00000000,13736.40000000,13251.00000000,13355.00000000,1952.40023200,13355.00000000,26436379.16980067,19449
2018-01-15 08:00:00,13346.34000000,13740.27000000,13147.79000000,13644.90000000,3087.35856700,13644.90000000,41645243.51965672,27878
2018-01-15 12:00:00,13645.00000000,14249.99000000,13520.17000000,13990.01000000,3698.87732500,13990.01000000,51777282.57493185,33669
2018-01-15 16:00:00,13990.01000000,14100.00000000,13655.21000000,13760.00000000,1868.79994700,13760.00000000,25935187.00920121,21770
2018-01-15 20:00:00,13774.97000000,13841.75000000,13340.64000000,13539.93000000,1919.49650200,13539.93000000,26205423.27737842,20499
2018-01-16 00:00:00,13500.00000000,13542.93000000,12501.00000000,12828.99000000,7118.01662700,12828.99000000,92271559.65540608,45878
2018-01-16 04:00:00,12829.98000000,13169.00000000,12222.00000000,12347.32000000,3386.52600800,12347.32000000,43426175.08267123,24918
2018-01-16 08:00:00,12340.00000000,12488.00000000,10620.88000000,12127.16000000,17380.26109900,12127.16000000,202053630.96184080,105071
2018-01-16 12:00:00,12140.00000000,12200.00000000,11000.00000000,11964.02000000,8099.86114700,11964.02000000,94363282.54845847,60067
2018-01-16 16:00:00,11963.90000000,11988.47000000,10575.35000000,11064.52000000,8288.47255900,11064.52000000,92490836.80702419,61725
2018-01-16 20:00:00,11082.12000000,11439.00000000,9035.00000000,10900.00000000,19128.03173500,10900.00000000,197545343.09400167,120584
2018-01-17 00:00:00,10899.99000000,11488.88000000,9777.00000000,10415.99000000,12871.83496600,10415.99000000,136885934.20771525,86774
2018-01-17 04:00:00,10415.99000000,11111.00000000,9950.55000000,10765.01000000,8250.15464900,10765.01000000,87422585.04052628,61066
2018-01-17 08:00:00,10777.93000000,10799.78000000,9587.99000000,9808.14000000,9702.34414900,9808.14000000,98384289.03605322,68354
2018-01-17 12:00:00,9850.76000000,10333.01000000,9037.94000000,9227.47000000,14020.73652600,9227.47000000,133522798.75623530,92777
2018-01-17 16:00:00,9227.46000000,10600.83000000,9150.01000000,10390.00000000,11753.76867300,10390.00000000,116208029.82326612,87419
2018-01-17 20:00:00,10366.00000000,11680.99000000,10181.89000000,10988.79000000,15732.95768300,10988.79000000,171730543.26740973,120903
2018-01-18 00:00:00,10972.59000000,11600.00000000,10650.00000000,10955.45000000,9452.00740600,10955.45000000,105800696.66386605,75490
2018-01-18 04:00:00,10950.01000000,11325.06000000,10435.33000000,10472.97000000,8196.57367400,10472.97000000,88533543.36159985,65975
2018-01-18 08:00:00,10461.71000000,11499.00000000,10440.01000000,11413.78000000,6725.66349700,11413.78000000,74365486.37524330,57106
2018-01-18 12:00:00,11413.78000000,11878.82000000,11230.00000000,11700.00000000,8457.27940400,11700.00000000,97771051.82813143,72808
2018-01-18 16:00:00,11696.99000000,11700.06000000,10888.00000000,11541.94000000,7545.89879600,11541.94000000,85145570.69504715,57907
2018-01-18 20:00:00,11535.00000000,11742.95000000,10635.30000000,10961.97000000,8087.01216000,10961.97000000,89673265.13451684,63826
2018-01-19 00:00:00,10960.00000000,11435.00000000,10360.00000000,10830.52000000,8231.73279700,10830.52000000,89451661.01000233,61750
2018-01-19 04:00:00,10830.52000000,11333.00000000,10601.00000000,11069.72000000,5488.38227500,11069.72000000,60487786.60329641,41705
2018-01-19 08:00:00,11060.00000000,11596.00000000,10950.00000000,11530.22000000,5898.41491200,11530.22000000,67322926.99393461,45429
2018-01-19 12:00:00,11535.18000000,11795.00000000,11123.00000000,11400.00000000,6420.48879000,11400.00000000,74050227.72147793,52853
2018-01-19 16:00:00,11383.16000000,11700.00000000,11003.00000000,11160.50000000,5110.59637900,11160.50000000,57852358.42489205,44985
2018-01-19 20:00:00,11141.10000000,11487.39000000,11061.22000000,11474.98000000,2979.76026800,11474.98000000,33608538.47297587,26549
2018-01-20 00:00:00,11474.98000000,11795.00000000,11412.45000000,11749.93000000,3661.42197000,11749.93000000,42589914.09510640,28403
2018-01-20 04:00:00,11749.91000000,12869.00000000,11545.00000000,12660.98000000,9899.46096600,12660.98000000,122980195.47534687,74137
2018-01-20 08:00:00,12660.98000000,12835.00000000,12300.00000000,12320.01000000,4266.52772200,12320.01000000,53678337.93762433,37823
2018-01-20 12:00:00,12320.05000000,12700.00000000,12240.24000000,12539.05000000,3472.51867600,12539.05000000,43451311.36166178,34644
2018-01-20 16:00:00,12539.08000000,13099.00000000,12535.00000000,12770.02000000,4922.85933100,12770.02000000,63265474.24227971,47758
2018-01-20 20:00:00,12779.53000000,12929.97000000,12600.00000000,12799.94000000,2546.06916200,12799.94000000,32595874.66895136,28882
2018-01-21 00:00:00,12799.80000000,12799.80000000,12201.00000000,12400.00000000,5130.62488500,12400.00000000,63941412.29607174,45058
2018-01-21 04:00:00,12409.96000000,12410.00000000,11300.00000000,11701.14000000,9978.48941900,11701.14000000,118759813.62478884,82638
2018-01-21 08:00:00,11721.43000000,12194.18000000,11515.00000000,12194.18000000,6688.41109200,12194.18000000,78934804.72835435,56293
2018-01-21 12:00:00,12194.18000000,12291.35000000,11403.00000000,11412.00000000,5842.03189700,11412.00000000,69380562.98884306,54822
2018-01-21 16:00:00,11420.99000000,11548.99000000,11024.00000000,11356.99000000,8398.56595700,11356.99000000,94505591.97703928,74057
2018-01-21 20:00:00,11356.99000000,11542.39000000,10965.00000000,11530.00000000,5341.65017600,11530.00000000,59767045.20379512,47339
2018-01-22 00:00:00,11530.00000000,11770.00000000,11149.00000000,11502.93000000,5103.97318800,11502.93000000,58610903.91278991,45304
2018-01-22 04:00:00,11480.56000000,11765.00000000,11400.00000000,11743.97000000,4492.37602400,11743.97000000,52076116.70514760,40054
2018-01-22 08:00:00,11745.00000000,11926.35000000,11231.00000000,11240.00000000,4390.40334900,11240.00000000,51229074.05794942,42891
2018-01-22 12:00:00,11240.00000000,11380.00000000,10139.97000000,10330.00000000,14109.46010000,10330.00000000,150913337.58889962,109483
2018-01-22 16:00:00,10330.06000000,10750.00000000,10231.00000000,10540.71000000,6780.88230000,10540.71000000,71148447.33898743,57033
2018-01-22 20:00:00,10507.01000000,10849.00000000,9900.24000000,10760.05000000,8875.51183000,10760.05000000,91738634.60492306,68499
2018-01-23 00:00:00,10760.05000000,10998.00000000,10502.00000000,10835.00000000,5031.53546700,10835.00000000,54136162.11032265,45937
2018-01-23 04:00:00,10830.82000000,10941.54000000,10108.40000000,10250.00000000,6406.77206900,10250.00000000,66704053.79266952,55461
2018-01-23 08:00:00,10250.85000000,10645.06000000,9905.00000000,10143.10000000,5818.29343600,10143.10000000,59811665.62576726,54610
2018-01-23 12:00:00,10143.01000000,10770.54000000,9987.02000000,10750.00000000,6732.22240100,10750.00000000,69655055.33343628,60175
2018-01-23 16:00:00,10750.00000000,11399.00000000,10740.00000000,10952.98000000,8641.76616500,10952.98000000,96060756.15900049,89849
2018-01-23 20:00:00,10952.96000000,11199.00000000,10678.00000000,10799.18000000,4843.33301400,10799.18000000,53051720.21178453,49254
2018-01-24 00:00:00,10799.14000000,10894.08000000,10503.00000000,10820.32000000,4205.30133600,10820.32000000,44902596.00961425,43769
2018-01-24 04:00:00,10820.32000000,11100.10000000,10500.00000000,10956.00000000,4565.20753800,10956.00000000,49201157.64405911,47186
2018-01-24 08:00:00,10955.99000000,11234.00000000,10729.00000000,11111.00000000,4105.79521700,11111.00000000,45192242.27763714,43288
2018-01-24 12:00:00,11111.00000000,11570.48000000,11022.00000000,11070.09000000,7581.66175800,11070.09000000,85608246.81492410,79136
2018-01-24 16:00:00,11070.09000000,11285.99000000,10862.08000000,11235.28000000,3826.54996900,11235.28000000,42351542.65564321,44477
2018-01-24 20:00:00,11235.28000000,11390.00000000,11057.00000000,11349.99000000,2874.07194400,11349.99000000,32214822.02832239,35573
2018-01-25 00:00:00,11349.96000000,11794.05000000,11248.48000000,11688.50000000,4505.19830000,11688.50000000,51700470.30643532,47536
2018-01-25 04:00:00,11691.28000000,11691.28000000,11430.00000000,11460.00000000,3712.38954700,11460.00000000,42929238.41343378,40300
2018-01-25 08:00:00,11465.91000000,11483.98000000,11147.07000000,11215.00000000,3271.20610600,11215.00000000,37028594.87375206,36367
2018-01-25 12:00:00,11215.00000000,11327.73000000,10959.00000000,10999.00000000,3855.51496600,10999.00000000,43013618.20758492,40442
2018-01-25 16:00:00,10998.99000000,11303.90000000,10950.21000000,11237.57000000,3193.62358600,11237.57000000,35503242.33763724,31838
2018-01-25 20:00:00,11230.00000000,11395.00000000,11111.00000000,11175.27000000,2302.02167800,11175.27000000,25906200.83480897,24557
2018-01-26 00:00:00,11184.70000000,11643.00000000,11160.43000000,11507.34000000,3377.24196400,11507.34000000,38610910.49384986,33840
2018-01-26 04:00:00,11507.36000000,11555.00000000,11010.00000000,11010.00000000,3269.70391400,11010.00000000,36879877.32625179,32378
2018-01-26 08:00:00,11010.09000000,11034.95000000,10311.15000000,10513.97000000,11290.86184800,10513.97000000,119782369.49517718,95400
2018-01-26 12:00:00,10510.00000000,11147.85000000,10410.00000000,11147.85000000,7721.12108700,11147.85000000,83212217.10465784,66519
2018-01-26 16:00:00,11147.84000000,11399.00000000,10868.80000000,10933.00000000,5122.93022000,10933.00000000,57056328.60217057,57300
2018-01-26 20:00:00,10932.99000000,11168.00000000,10800.93000000,11089.00000000,2275.01292700,11089.00000000,24940767.15164702,29283
2018-01-27 00:00:00,11089.00000000,11251.00000000,10842.69000000,10985.00000000,2809.37041500,10985.00000000,31062345.44091806,30724
2018-01-27 04:00:00,10985.00000000,11400.00000000,10963.00000000,11243.68000000,3227.16466900,11243.68000000,36220181.16636160,33428
2018-01-27 08:00:00,11243.68000000,11349.00000000,10900.00000000,11020.00000000,3153.96421500,11020.00000000,35181176.60902911,34567
2018-01-27 12:00:00,11018.00000000,11495.00000000,10968.18000000,11464.97000000,3418.74189000,11464.97000000,38280470.83812683,35988
2018-01-27 16:00:00,11452.62000000,11625.00000000,11360.00000000,11505.17000000,3423.99778100,11505.17000000,39301716.50758317,41807
2018-01-27 20:00:00,11505.10000000,11650.00000000,11400.00000000,11491.00000000,2827.52937500,11491.00000000,32617308.97146349,30964
2018-01-28 00:00:00,11499.98000000,11620.00000000,11408.00000000,11592.93000000,2108.36326000,11592.93000000,24305895.55134687,27107
2018-01-28 04:00:00,11592.93000000,12244.00000000,11581.85000000,11969.00000000,5107.71654800,11969.00000000,61051164.58772001,55220
2018-01-28 08:00:00,11969.00000000,12067.99000000,11818.00000000,12012.62000000,2844.87136600,12012.62000000,33959050.26954919,35348
2018-01-28 12:00:00,12001.94000000,12079.90000000,11652.00000000,11791.12000000,3154.96615300,11791.12000000,37312751.01935970,39835
2018-01-28 16:00:00,11793.00000000,11925.00000000,11750.00000000,11870.00000000,1837.88938300,11870.00000000,21723130.25555678,22076
2018-01-28 20:00:00,11870.00000000,11999.98000000,11804.80000000,11879.95000000,1833.53281400,11879.95000000,21859591.25992151,26661
2018-01-29 00:00:00,11879.95000000,11975.02000000,11433.00000000,11598.98000000,3934.33932400,11598.98000000,45697246.88376510,40860
2018-01-29 04:00:00,11598.98000000,11739.08000000,11273.00000000,11318.01000000,2856.96099800,11318.01000000,32807306.18900881,32898
2018-01-29 08:00:00,11320.00000000,11528.00000000,11139.55000000,11279.99000000,2467.45903400,11279.99000000,27994742.63131030,30397
2018-01-29 12:00:00,11272.01000000,11445.00000000,11202.82000000,11383.91000000,1923.31356200,11383.91000000,21774463.08536081,25293
2018-01-29 16:00:00,11383.91000000,11499.00000000,11270.01000000,11283.81000000,1578.50684000,11283.81000000,17962759.71112832,20363
2018-01-29 20:00:00,11280.83000000,11410.00000000,11150.00000000,11251.00000000,1409.79778000,11251.00000000,15873636.37823042,19388
2018-01-30 00:00:00,11250.11000000,11308.42000000,10850.00000000,10995.06000000,2809.95843100,10995.06000000,31007347.33930960,32536
2018-01-30 04:00:00,10993.07000000,11138.43000000,10929.06000000,11118.99000000,1711.54317000,11118.99000000,18921672.25285243,22001
2018-01-30 08:00:00,11119.00000000,11210.57000000,10900.00000000,11047.34000000,1938.46676000,11047.34000000,21381045.19708054,22845
2018-01-30 12:00:00,11050.34000000,11096.00000000,10206.25000000,10323.02000000,6059.05097400,10323.02000000,64071546.43640432,54317
2018-01-30 16:00:00,10323.25000000,10600.00000000,9900.00000000,10399.99000000,8297.44726500,10399.99000000,84660617.57586648,78177
2018-01-30 20:00:00,10380.00000000,10565.84000000,10095.31000000,10237.51000000,4737.90634600,10237.51000000,48936100.70710191,49336
2018-01-31 00:00:00,10230.00000000,10278.00000000,9700.00000000,10060.00000000,6311.05178600,10060.00000000,63008711.34655351,62524
2018-01-31 04:00:00,10069.96000000,10347.52000000,9810.00000000,10280.00000000,3055.03373300,10280.00000000,30830144.99302447,38878
2018-01-31 08:00:00,10280.00000000,10363.00000000,10060.00000000,10290.05000000,2726.34207400,10290.05000000,27880728.19448024,29591
2018-01-31 12:00:00,10294.97000000,10425.85000000,9900.00000000,10017.47000000,2775.91321900,10017.47000000,28163905.65098735,30647
2018-01-31 16:00:00,10017.51000000,10190.00000000,9860.00000000,10114.27000000,1885.80898700,10114.27000000,18933916.62729271,24405
2018-01-31 20:00:00,10114.36000000,10298.00000000,10090.00000000,10285.10000000,1261.80700600,10285.10000000,12826800.30082434,15377
2018-02-01 00:00:00,10285.10000000,10335.00000000,9959.04000000,10069.80000000,2404.80488600,10069.80000000,24575498.40711174,28470
2018-02-01 04:00:00,10069.77000000,10275.47000000,10000.01000000,10063.75000000,1881.37969500,10063.75000000,19103285.52859697,23908
2018-02-01 08:00:00,10063.75000000,10078.10000000,9500.00000000,9591.44000000,7404.79668100,9591.44000000,71916487.20080337,59520
2018-02-01 12:00:00,9591.45000000,9665.58000000,9224.00000000,9339.87000000,6612.65463900,9339.87000000,62185130.57945631,59969
2018-02-01 16:00:00,9326.23000000,9340.00000000,8900.00000000,8941.94000000,7404.96508900,8941.94000000,67400332.01802550,70693
2018-02-01 20:00:00,8937.86000000,9560.01000000,8750.99000000,9224.52000000,7856.16332100,9224.52000000,72455612.25037721,73460
2018-02-02 00:00:00,9224.52000000,9250.00000000,8734.00000000,8883.11000000,6149.74227000,8883.11000000,54858649.50255535,60439
2018-02-02 04:00:00,8878.59000000,8925.00000000,8505.00000000,8673.11000000,6496.55004400,8673.11000000,56675046.52320045,58055
2018-02-02 08:00:00,8673.11000000,8691.09000000,8250.92000000,8299.75000000,7575.51032300,8299.75000000,63867374.60174976,65102
2018-02-02 12:00:00,8299.75000000,9120.00000000,8010.02000000,9070.00000000,17952.79337400,9070.00000000,154755836.28463734,139725
2018-02-02 16:00:00,9070.00000000,9247.79000000,8501.00000000,8699.72000000,8118.46305300,8699.72000000,71861121.70708201,81964
2018-02-02 20:00:00,8700.00000000,8967.45000000,8556.93000000,8873.03000000,3678.56791100,8873.03000000,32218455.08526248,48126
2018-02-03 00:00:00,8873.03000000,8920.00000000,8233.00000000,8344.81000000,5058.52904300,8344.81000000,43141201.00808101,59440
2018-02-03 04:00:00,8344.88000000,8788.00000000,8229.00000000,8708.82000000,4158.33019800,8708.82000000,35445953.46630595,52729
2018-02-03 08:00:00,8708.82000000,9123.00000000,8579.00000000,9099.87000000,5096.72411400,9099.87000000,45279225.58002914,54862
2018-02-03 12:00:00,9099.87000000,9459.60000000,8969.00000000,9173.00000000,7066.94034000,9173.00000000,65220064.59147570,71482
2018-02-03 16:00:00,9173.01000000,9401.00000000,9055.00000000,9339.43000000,4005.86702000,9339.43000000,37028104.02685062,47785
2018-02-03 20:00:00,9350.00000000,9473.01000000,9022.00000000,9199.96000000,3338.61002000,9199.96000000,30720180.38716848,41221
2018-02-04 00:00:00,9199.96000000,9250.00000000,8901.01000000,9219.18000000,2810.29891000,9219.18000000,25530873.46386455,36301
2018-02-04 04:00:00,9219.19000000,9368.00000000,9075.01000000,9200.00000000,2431.08039600,9200.00000000,22440446.39943255,32062
2018-02-04 08:00:00,9200.00000000,9216.00000000,8687.45000000,8691.99000000,5322.60006300,8691.99000000,47314068.26147790,57493
2018-02-04 12:00:00,8691.99000000,8894.12000000,8357.93000000,8419.96000000,7359.31838500,8419.96000000,63328607.70923217,76079
2018-02-04 16:00:00,8419.96000000,8585.00000000,8180.00000000,8264.20000000,5737.00802500,8264.20000000,48087307.09332892,65170
2018-02-04 20:00:00,8264.19000000,8474.00000000,7930.00000000,8184.81000000,8354.00267000,8184.81000000,68210985.49398589,89029
